USER_ID,DOB_STR,STATUS
2306105,05041994,ACTIVE
2306106,16111972,ACTIVE
2306107,07032003,ACTIVE
2306108,10062011,ACTIVE
2306109,25052010,ACTIVE
2306110,05021997,ACTIVE
2306111,01072011,ACTIVE
2306112,12082006,ACTIVE
2306113,29012012,ACTIVE
2306114,01121995,ACTIVE
2306115,11042005,ACTIVE
2306116,09052008,ACTIVE
2306117,13062006,ACTIVE
2306118,20052008,ACTIVE
2306119,02122008,ACTIVE
2306120,22022012,ACTIVE
2307101,01042009,ACTIVE
2307102,18072004,ACTIVE
2307103,28072007,ACTIVE
2307104,09082010,ACTIVE
2307105,26022006,ACTIVE
2307106,04122007,ACTIVE
2307107,04042009,ACTIVE
2307108,30012004,ACTIVE
2307109,13072008,ACTIVE
2307110,30012013,ACTIVE
2307111,21072008,ACTIVE
2307112,09042010,ACTIVE
2307113,21061993,ACTIVE
2307114,10121989,ACTIVE
2307115,28061986,ACTIVE
2307116,24082011,ACTIVE
2307117,28112009,ACTIVE
2307118,09052006,ACTIVE
2307119,07042008,ACTIVE
2307120,23052008,ACTIVE
2307121,12072006,ACTIVE
2307122,17102009,ACTIVE
2307123,29032011,ACTIVE
2307124,14112007,ACTIVE
2307125,01011900,NON-ACTIVE
2307126,12032009,ACTIVE
2307127,11112008,ACTIVE
2307128,09082000,ACTIVE
2307129,09072001,ACTIVE
2307130,06082001,ACTIVE
2307131,10092009,ACTIVE
2307132,06072002,ACTIVE
2307133,31121998,ACTIVE
2307134,15042014,ACTIVE
2307135,28072023,ACTIVE
2308101,20012013,ACTIVE
2308102,02012009,ACTIVE
2308103,22122009,ACTIVE
2308104,30072023,ACTIVE
2308105,15012009,ACTIVE
2308106,24052006,ACTIVE
2308107,08012009,ACTIVE
2308108,06122005,ACTIVE
2308109,30042008,ACTIVE
2308110,12092000,ACTIVE
2308111,07042006,ACTIVE
2308112,24041997,ACTIVE
2308113,03092009,ACTIVE
2308114,01082010,ACTIVE
2308115,29102007,ACTIVE
2308116,26042008,ACTIVE
2308117,29101992,ACTIVE
2308118,22111997,ACTIVE
2308119,07021997,ACTIVE
2309101,28072000,ACTIVE
2309102,20022010,ACTIVE
2309103,12062006,ACTIVE
2309104,06061999,ACTIVE
2309105,09082008,ACTIVE
2309106,14031984,ACTIVE
2309107,27122009,ACTIVE
2309108,12072009,ACTIVE
2309109,26112000,ACTIVE
2309110,17042010,ACTIVE
2309111,21042006,ACTIVE
2310101,16032004,ACTIVE
2310102,06122006,ACTIVE
2310103,04122011,ACTIVE
2310104,19042006,ACTIVE
2310105,07042007,ACTIVE
2310106,11072010,ACTIVE
2310107,25102004,ACTIVE
2310108,21112009,ACTIVE
2310109,11012023,ACTIVE
2310110,19022004,ACTIVE
2310111,17052007,ACTIVE
2310112,11032005,ACTIVE
2311101,05022009,ACTIVE
2311102,19042003,ACTIVE
2311103,19061998,ACTIVE
2311104,07022006,ACTIVE
2311105,02122000,ACTIVE
2311106,23101997,ACTIVE
2311107,26072010,ACTIVE
2311108,04052013,ACTIVE
2312101,16042005,ACTIVE
2312102,06092011,ACTIVE
2312103,30122023,ACTIVE
2312104,27032010,ACTIVE
2312105,17082004,ACTIVE
2312106,20062009,ACTIVE
2312107,01011900,NON-ACTIVE
2312108,19122023,ACTIVE
2312109,11122009,ACTIVE
2312110,10122000,ACTIVE
2312111,03091995,ACTIVE
2312112,06072022,ACTIVE
2312113,05092008,ACTIVE
2401101,02121978,ACTIVE
2401102,18032008,ACTIVE
2401103,10012004,ACTIVE
2401104,16012009,ACTIVE
2401105,15011985,ACTIVE
2401106,24102012,ACTIVE
2401107,25091998,ACTIVE
2402101,24041996,ACTIVE
2402102,21121999,ACTIVE
2402103,20122004,ACTIVE
2402104,20082009,ACTIVE
2402105,11102010,ACTIVE
2402106,02071999,ACTIVE
2402107,08062008,ACTIVE
2402108,23051998,ACTIVE
2403101,09091998,ACTIVE
2403102,06022004,ACTIVE
2403103,18092003,ACTIVE
2403104,13121972,ACTIVE
2403105,14102010,ACTIVE
2404101,22032009,ACTIVE
2404102,20091985,ACTIVE
2404103,13112003,ACTIVE
2404104,26092008,ACTIVE
2404105,06042006,ACTIVE
2404106,29101999,ACTIVE
2404107,20042008,ACTIVE
2404108,28052009,ACTIVE
2404109,20062007,ACTIVE
2404110,20032008,ACTIVE
2404111,04022005,ACTIVE
2404112,12052000,ACTIVE
2404113,11051997,ACTIVE
2404114,16062010,ACTIVE
2404115,01112006,ACTIVE
2404116,09102011,ACTIVE
2404117,05102006,ACTIVE
2404118,09122009,ACTIVE
2404119,07052009,ACTIVE
2404120,13072010,ACTIVE
2404121,16111999,ACTIVE
2404122,10112007,ACTIVE
2404123,28112007,ACTIVE
2404124,11052007,ACTIVE
2404125,19122005,ACTIVE
2404126,23012010,ACTIVE
2404127,18052010,ACTIVE
2404128,04052009,ACTIVE
2404129,12042010,ACTIVE
2404130,27102003,ACTIVE
2404131,07042011,ACTIVE
2404132,15112011,ACTIVE
2404133,08042008,ACTIVE
2404134,19112009,ACTIVE
2404135,27052007,ACTIVE
2404136,29012011,ACTIVE
2404137,22052010,ACTIVE
2404138,21102004,ACTIVE
2404139,27022011,ACTIVE
2404140,06082000,ACTIVE
2405101,11032012,ACTIVE
2405102,02122012,ACTIVE
2405103,05112000,ACTIVE
2405104,08102007,ACTIVE
2405105,16122011,ACTIVE
2405106,21042006,ACTIVE
2405107,07042004,ACTIVE
2405108,03052009,ACTIVE
2405109,04122010,ACTIVE
2405110,07081980,ACTIVE
2405111,15042011,ACTIVE
2405112,23072007,ACTIVE
2405113,19102000,ACTIVE
2406101,10012012,ACTIVE
2406102,22032010,ACTIVE
2406103,23062011,ACTIVE
2407101,27112010,ACTIVE
2407102,05082009,ACTIVE
2407103,16072011,ACTIVE
2407104,26122012,ACTIVE
2407105,12122010,ACTIVE
2407106,31122002,ACTIVE
2407107,06022009,ACTIVE
2408101,16052010,ACTIVE
2408102,24102005,ACTIVE
2408103,21101999,ACTIVE
2408104,29042006,ACTIVE
2408105,21042008,ACTIVE
2408106,13102005,ACTIVE
2408107,07111990,ACTIVE
2408108,21032010,ACTIVE
2408109,20122010,ACTIVE
2408110,08021995,ACTIVE
2408111,18112008,ACTIVE
2408112,14052014,ACTIVE
2410101,20102024,ACTIVE
2410102,02062010,ACTIVE
2410103,29101981,ACTIVE
2410104,20102011,ACTIVE
2410105,21042001,ACTIVE
2410106,18032005,ACTIVE
2410107,26042002,ACTIVE
2410108,26051998,ACTIVE
2410109,04111998,ACTIVE
2410110,13102004,ACTIVE
2410111,02022005,ACTIVE
2411101,04062006,ACTIVE
2411102,01041980,ACTIVE
2411103,19062009,ACTIVE
2411104,05082011,ACTIVE
2411105,03071998,ACTIVE
2411106,23082010,ACTIVE
2411107,05082011,ACTIVE
2411108,25012004,ACTIVE
2411109,03122008,ACTIVE
2411110,18102003,ACTIVE
2411111,20052007,ACTIVE
2412101,22091991,ACTIVE
2412102,18062014,ACTIVE
2412103,17072003,ACTIVE
2412104,22081993,ACTIVE
2412105,14071989,ACTIVE
2412106,23072008,ACTIVE
2412107,29072013,ACTIVE
2412108,23122010,ACTIVE
2412109,13082011,ACTIVE
2412110,27122009,ACTIVE
2412111,03042007,ACTIVE
2412112,08022001,ACTIVE
2412113,04122010,ACTIVE
2501101,28112007,ACTIVE
2501102,01092008,ACTIVE
2501103,07092003,ACTIVE
2501104,13051999,ACTIVE
2501105,23092005,ACTIVE
2501106,07052007,SUSPENDED
2501107,09042005,ACTIVE
2501108,22102006,ACTIVE
2501109,28072009,ACTIVE
2501110,01102011,ACTIVE
2501111,21042010,ACTIVE
2501112,16012013,ACTIVE
2501113,04032012,ACTIVE
2501114,08012010,ACTIVE
2501115,16052007,ACTIVE
2501116,24012009,ACTIVE
2502101,15042001,ACTIVE
2502102,15012002,ACTIVE
2502103,22022002,ACTIVE
2502104,27012007,ACTIVE
2502105,19032012,ACTIVE
2502106,24052007,ACTIVE
2502107,01022005,ACTIVE
2502108,14051987,ACTIVE
2502109,20022010,ACTIVE
2502110,07052000,ACTIVE
2502111,22111997,ACTIVE
2502112,22062009,ACTIVE
2502113,01082005,ACTIVE
2502114,11042013,ACTIVE
2502115,26022011,ACTIVE
2502116,11082009,ACTIVE
2502117,09122006,ACTIVE
2502118,10122007,ACTIVE
2502119,17062004,ACTIVE
2502120,11022011,ACTIVE
2502121,06042012,ACTIVE
2502122,22112011,ACTIVE
2502123,12072008,ACTIVE
2502124,16062009,ACTIVE
2502125,11041999,ACTIVE
2503101,25042014,ACTIVE
2503102,04092005,ACTIVE
2503103,26092004,ACTIVE
2503104,29112013,ACTIVE
2503105,01102005,ACTIVE
